youtuber,video_link,title,comment,word_count,emoji_count,average_word_length
RigaTV 24,https://www.youtube.com/watch?v=ZvjZwF1oZrI,"Zatlers: Lāčplēša dienu nevajag brīvu - nebūs, kas bērnus ved uz pasākumiem un skaidro mūsu vēsturi",Zombēt bērnus ir noziegums.,4,0,6.0
RigaTV 24,https://www.youtube.com/watch?v=SfwP5GbfoRQ,"Kūtris: “Parlamentam jāsaka valdībai: Vai nu atrisiniet šo jautājumu, vai jāveido jauns kabinets”","Saskaņas uz ZZS trubadūrā nav vērts klausīties, lai arī cik aplama liktos tautas kalpu likuma nepildīšana",16,0,5.625
RigaTV 24,https://www.youtube.com/watch?v=aQX76jwxZQY,"Dreibergs: Iespēja vēlēt no 16 gadiem izaudzinātu paaudzi, kas saprot, ka viņi var kaut ko mainīt","aha, kā tad! 😂",3,1,3.3333333333333335
RigaTV 24,https://www.youtube.com/watch?v=x5u5au9IUXo,"Lipmans: Visvienkāršākais ir palielināt nodokļus, tur daudz smadzeņu nevajag","Nu, skatījums no padomja domājoša cilvēka un tas ir ātri apgāžams....padomju uzņēmumi nav dzīvot spējīgi marketa ekonomikā un uzlikt nodokļus skartu tikai vidusklases un nabadzīgāko cilvēku slāni, jau pārmērīgi nospiesti ar nodokļiem...vēl uzliktu nodokļus, tas trauslo lv ekonomika iedzītu vēl lielākā bedrē...un nestāsti Lipmani, ka Tu neesi apgājis nodokļus, izmantojot kādu no daudzajiem caurumiem grāmatvedībā, kas pieejami Tev bagātam, bet ne vidussklase, nabadzīgāko slānim latviešu.",65,0,6.553846153846154
RigaTV 24,https://www.youtube.com/watch?v=AnmELRV1J8U,Valsts kontroliere: Esam trešā nabadzīgākā Valsts kontrole Eiropas Savienībā,"Tak atstājat savu amatu, ko jūs esat izdarījuši? Pilnīgu 0",10,0,4.9
RigaTV 24,https://www.youtube.com/watch?v=yOaa5QUQFh0,Saeimas opozīcija savāc nepieciešamo parakstu skaitu parlamentārās izmeklēšanas komisijas izveidei,"tv24 ,kaimiņklaunu televīzija",3,0,9.0
